node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-554.346680	-206.131470	-71.458618	-31.267515	0.000000	0.000000	3.750000	902.011108	269.178894
1	-213.454163	-459.057068	-35.285034	-62.761162	0.000000	0.000000	3.750000	338.930817	747.945740
2	-205.754959	345.864990	-27.733883	62.087288	0.000000	0.000000	3.750000	211.354233	-488.623474
3	59.656792	-380.432465	29.257206	-87.223755	0.000000	0.000000	3.750000	-268.840546	555.632080
4	-55.093594	-311.815155	-5.522880	-77.804222	0.000000	0.000000	3.750000	54.135098	589.792603
5	477.988464	203.363922	84.737297	23.739908	0.000000	0.000000	3.750000	-607.714905	-118.917267
6	-475.100220	-3.016270	-81.737572	6.554961	0.000000	0.000000	3.750000	781.989746	-33.148907
7	476.635193	181.705505	81.305481	21.104456	0.000000	0.000000	3.750000	-678.355530	-65.316238
8	-570.648071	636.355469	-70.710541	84.260918	0.000000	0.000000	3.750000	173.603851	-284.055023
9	255.399658	328.439819	47.968136	48.198067	0.000000	0.000000	3.750000	-456.198853	-388.182281
10	403.292725	-45.471340	82.120102	-25.539791	0.000000	0.000000	3.750000	-748.044373	157.217712
11	284.937653	107.989624	72.587402	28.547619	0.000000	0.000000	3.750000	-310.566162	-238.428406
12	-274.824463	-161.264893	-60.340229	-35.482944	0.000000	0.000000	3.750000	305.281219	236.185776
13	225.490875	-87.680984	57.944195	-35.586914	0.000000	0.000000	3.750000	-319.824738	100.946266
14	207.015549	192.963898	67.020699	50.638054	0.000000	0.000000	3.750000	-374.583130	-334.058655
15	176.203659	232.393356	51.838974	63.535122	0.000000	0.000000	3.750000	-283.793121	-400.818420
16	473.141479	497.298828	69.251083	63.563225	0.000000	0.000000	3.750000	-673.284424	-560.536804
17	234.042419	-291.816772	41.314667	-48.878311	0.000000	0.000000	3.750000	-285.249878	442.851471
18	243.685791	-210.079071	51.029015	-41.857368	0.000000	0.000000	3.750000	-350.027985	288.995209
19	-155.422974	-244.739319	-6.149538	-61.694267	0.000000	0.000000	3.750000	28.161766	375.364838
20	-60.067104	-240.125031	-6.266964	-75.741005	0.000000	0.000000	3.750000	88.920280	380.413361
21	337.124268	193.578461	81.952927	32.058029	0.000000	0.000000	3.750000	-494.440308	-186.794205
22	348.461456	254.917084	68.894089	40.664436	0.000000	0.000000	3.750000	-485.004517	-353.795074
23	-335.100769	386.458069	-46.259190	70.114731	0.000000	0.000000	3.750000	447.836761	-938.234619
24	135.061279	-424.762695	24.227306	-59.237118	0.000000	0.000000	3.750000	-230.263596	698.188293
25	194.053802	94.580536	84.112350	17.919590	0.000000	0.000000	3.750000	-469.197144	-88.712952
26	-73.215660	-106.394226	-84.544968	-30.837032	0.000000	0.000000	3.750000	132.345901	-24.862837
27	-475.442078	221.236694	-85.930573	32.862366	0.000000	0.000000	3.750000	883.857300	-281.767761
28	248.812225	501.323792	46.137081	65.355675	0.000000	0.000000	3.750000	-378.710876	-675.501343
29	602.552612	-90.773399	97.903275	-4.352925	0.000000	0.000000	3.750000	-885.777161	19.861811
30	12.171668	101.637909	35.702408	62.524677	0.000000	0.000000	3.750000	-135.199020	-203.291977
31	-468.211731	-40.770782	-95.766022	-6.698278	0.000000	0.000000	3.750000	473.559814	56.289669
32	-34.995415	274.924377	-1.558113	51.976646	0.000000	0.000000	3.750000	5.822777	-566.153931
33	252.898834	-309.895142	47.971226	-56.344891	0.000000	0.000000	3.750000	-277.153229	429.795074
