node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-39286.710938	75143.179688	3531.772461	18981.515625	0.000000	0.000000	675802.375000	-9535.390625	2343.513428
1	180093.671875	148320.640625	21188.267578	14404.351562	0.000000	0.000000	675802.375000	-5209.299316	3134.485107
2	191392.062500	-146969.343750	21253.167969	-13256.407227	0.000000	0.000000	675802.375000	-12910.474609	-1131.966919
3	171685.531250	23396.615234	24328.421875	2421.482422	0.000000	0.000000	675802.375000	-3283.103516	1164.580078
4	98121.468750	-108942.421875	19873.898438	-13758.492188	0.000000	0.000000	675802.375000	-4130.020996	-50.668198
5	-168175.859375	203167.000000	-12719.730469	22052.164062	0.000000	0.000000	675802.375000	-20604.347656	8670.938477
6	237283.218750	137706.984375	24369.050781	11748.633789	0.000000	0.000000	675802.375000	-7161.784180	3361.576660
7	62298.781250	261141.125000	10217.566406	24371.261719	0.000000	0.000000	675802.375000	-8618.388672	7776.177246
8	73020.757812	-4145.684570	25321.701172	-966.851440	0.000000	0.000000	675802.375000	-4295.318848	926.607910
9	-1880.345215	-135846.093750	7204.891113	-21355.599609	0.000000	0.000000	675802.375000	-7021.480469	-1026.476562
10	-265180.156250	-122407.695312	-23690.912109	-13958.294922	0.000000	0.000000	675802.375000	-18146.076172	5093.168945
11	-146644.406250	-2586.353027	-16194.939453	2393.666504	0.000000	0.000000	675802.375000	-20441.013672	1018.226074
12	246614.578125	8502.787109	26113.085938	574.940979	0.000000	0.000000	675802.375000	-4439.898926	2079.006104
13	-47255.390625	201169.046875	831.420044	22635.142578	0.000000	0.000000	675802.375000	-14756.628906	8696.890625
14	-3821.433838	65110.917969	9441.511719	17166.683594	0.000000	0.000000	675802.375000	-7431.148438	2572.358643
15	98622.132812	130114.273438	19210.828125	15369.056641	0.000000	0.000000	675802.375000	-13589.815430	7122.319824
16	-56336.074219	55478.175781	546.771118	15424.379883	0.000000	0.000000	675802.375000	-11257.823242	3373.515137
17	62989.753906	-157873.843750	13183.051758	-20874.259766	0.000000	0.000000	675802.375000	-7726.618164	-1483.974609
18	154130.156250	33790.628906	25445.529297	4251.207031	0.000000	0.000000	675802.375000	-6119.433105	822.861084
19	254145.781250	-41856.996094	26223.343750	-3426.411133	0.000000	0.000000	675802.375000	-4811.053711	1184.771118
20	100349.609375	-133990.281250	17832.169922	-15426.071289	0.000000	0.000000	675802.375000	-6697.912109	-1282.844482
21	-65505.636719	182760.484375	-1159.172607	22922.501953	0.000000	0.000000	675802.375000	-16248.710938	8415.686523
22	178305.734375	-174027.890625	20407.763672	-14989.166992	0.000000	0.000000	675802.375000	-7268.584473	-1560.234741
23	131329.078125	13572.059570	23496.984375	2302.751465	0.000000	0.000000	675802.375000	-7361.559570	806.665466
24	29800.621094	-78940.148438	16670.873047	-17975.664062	0.000000	0.000000	675802.375000	-5606.692383	1011.589050
25	-7796.660156	52324.960938	12477.633789	17409.859375	0.000000	0.000000	675802.375000	-4747.565918	924.390198
26	137708.062500	82915.664062	23855.894531	10319.828125	0.000000	0.000000	675802.375000	-6287.646973	2133.133545
27	-190085.984375	65716.070312	-18822.646484	9558.525391	0.000000	0.000000	675802.375000	-7821.741211	1596.918579
28	-211086.437500	-39209.453125	-23608.197266	-7380.886230	0.000000	0.000000	675802.375000	-36555.824219	242.750580
29	51464.640625	-10394.323242	23853.341797	-2742.199219	0.000000	0.000000	675802.375000	-5915.636230	1584.369873
30	-168062.140625	-88228.390625	-15633.333984	-14786.166016	0.000000	0.000000	675802.375000	-18505.687500	-2579.206543
31	-77030.250000	-93981.492188	-536.644958	-18378.675781	0.000000	0.000000	675802.375000	-7231.395020	1020.780884
32	210690.671875	183827.375000	21858.718750	15537.940430	0.000000	0.000000	675802.375000	-15134.150391	7403.095703
33	43690.792969	60418.359375	19364.695312	13538.942383	0.000000	0.000000	675802.375000	-4319.044922	1208.619751
34	38384.535156	2763.412354	25574.236328	1993.112549	0.000000	0.000000	675802.375000	-7389.059082	2990.983887
35	-175505.656250	-49011.785156	-19630.982422	-11164.407227	0.000000	0.000000	675802.375000	-16874.765625	398.202637
36	55487.046875	-27141.970703	24105.378906	-6885.270020	0.000000	0.000000	675802.375000	-3973.222656	762.502380
37	-124413.320312	36893.718750	-16597.761719	6074.594238	0.000000	0.000000	675802.375000	-12479.821289	4304.280273
38	8094.394531	-266459.093750	5022.044922	-25299.544922	0.000000	0.000000	675802.375000	-8832.470703	-3180.323486
39	-162138.453125	-183349.609375	-13069.196289	-20181.042969	0.000000	0.000000	675802.375000	-29005.744141	-8122.118652
40	14766.955078	-2672.067627	22660.500000	1863.054321	0.000000	0.000000	675802.375000	-8664.725586	3673.291748
41	151770.859375	-222202.625000	18867.751953	-20073.748047	0.000000	0.000000	675802.375000	-14710.300781	-1145.585571
42	-110227.523438	228966.234375	-4727.315430	24559.966797	0.000000	0.000000	675802.375000	-12443.941406	7895.464355
43	133735.328125	-74719.875000	22903.199219	-9600.340820	0.000000	0.000000	675802.375000	-4627.202148	-303.561890
44	-33852.011719	3469.134277	4623.078613	5879.253418	0.000000	0.000000	675802.375000	-5795.523926	766.017395
45	103923.750000	1111.680664	23056.554688	383.725647	0.000000	0.000000	675802.375000	-5882.307617	874.672791
46	168859.250000	-122381.585938	23057.390625	-11328.464844	0.000000	0.000000	675802.375000	-8358.763672	482.496033
47	147020.640625	135237.046875	21233.863281	14447.919922	0.000000	0.000000	675802.375000	-3576.478516	2603.379883
48	-258168.703125	23801.468750	-26873.480469	2095.594238	0.000000	0.000000	675802.375000	-42568.066406	2693.941162
49	15476.100586	188651.203125	10014.210938	23740.746094	0.000000	0.000000	675802.375000	-5282.313477	5876.318359
50	-177182.500000	54791.507812	-17711.982422	5155.915527	0.000000	0.000000	675802.375000	-11393.768555	1453.179565
51	-139424.171875	57226.171875	-15751.190430	8920.511719	0.000000	0.000000	675802.375000	-16547.023438	4234.032227
52	-167561.656250	-24753.601562	-19056.919922	-5120.016113	0.000000	0.000000	675802.375000	-21468.896484	3959.099121
53	-63651.910156	71729.085938	-633.472656	16197.433594	0.000000	0.000000	675802.375000	-9818.612305	2471.279297
54	28241.625000	-61043.132812	16615.859375	-15750.675781	0.000000	0.000000	675802.375000	-2566.203613	832.514099
55	108869.656250	-228423.765625	14553.065430	-21960.667969	0.000000	0.000000	675802.375000	-4568.170898	-1555.851318
56	218846.359375	-9614.475586	26242.898438	-850.613281	0.000000	0.000000	675802.375000	-9409.761719	162.975006
57	-158446.750000	-198767.453125	-10796.929688	-22119.640625	0.000000	0.000000	675802.375000	-18586.097656	-7191.139160
58	-13479.399414	-226177.234375	3287.704102	-24147.724609	0.000000	0.000000	675802.375000	-13772.314453	-10530.411133
59	-15985.602539	142910.859375	5783.629883	23626.447266	0.000000	0.000000	675802.375000	-17099.832031	9030.423828
60	86024.476562	-35782.085938	24264.093750	-7301.118652	0.000000	0.000000	675802.375000	-5486.416016	617.383240
61	-64176.773438	-3260.773193	-3958.004883	5237.273926	0.000000	0.000000	675802.375000	-4596.945801	-90.901207
62	74108.109375	-197616.140625	12823.570312	-21582.730469	0.000000	0.000000	675802.375000	-5790.847656	-1269.737305
63	-81938.140625	163090.921875	-3605.449219	21645.982422	0.000000	0.000000	675802.375000	-11738.333984	7675.686035
64	81919.132812	110337.351562	17317.298828	16315.041016	0.000000	0.000000	675802.375000	-4145.781250	2474.001221
65	80770.750000	234912.765625	12438.295898	22857.320312	0.000000	0.000000	675802.375000	-7512.757324	4630.748047
66	-13292.120117	195252.578125	5529.507324	24114.576172	0.000000	0.000000	675802.375000	-61752.101562	45106.070312
67	-39560.722656	134302.937500	1216.992065	24696.525391	0.000000	0.000000	675802.375000	-19663.166016	11600.322266
68	-167537.281250	149414.187500	-15915.774414	19860.640625	0.000000	0.000000	675802.375000	-15094.024414	4594.430664
69	-58414.277344	123104.835938	1769.517944	21479.060547	0.000000	0.000000	675802.375000	-5305.359863	3719.465820
70	-159479.000000	-192751.078125	-12031.414062	-21813.558594	0.000000	0.000000	675802.375000	-26272.220703	-8063.284180
71	97222.500000	-176947.656250	15542.890625	-19191.103516	0.000000	0.000000	675802.375000	-2628.007812	-1382.889160
72	55884.808594	-249677.765625	10204.611328	-23649.845703	0.000000	0.000000	675802.375000	-7578.237793	-2471.869141
73	-121495.179688	-235652.234375	-8039.465332	-24043.539062	0.000000	0.000000	675802.375000	-12419.861328	-6034.057129
74	-196472.765625	161219.953125	-16121.248047	18385.361328	0.000000	0.000000	675802.375000	-22861.371094	7171.964844
75	216813.468750	47252.781250	26020.185547	3559.292725	0.000000	0.000000	675802.375000	-11194.063477	3167.953369
76	-115832.281250	-243007.046875	-7555.970703	-26158.496094	0.000000	0.000000	675802.375000	-16055.935547	-7596.053711
77	-205846.500000	214409.859375	-16703.335938	21568.509766	0.000000	0.000000	675802.375000	-23210.384766	4359.953125
78	-52564.843750	-192524.640625	-142.272675	-25315.890625	0.000000	0.000000	675802.375000	-6158.628906	-2391.952393
79	146671.453125	-196228.906250	18481.496094	-18894.664062	0.000000	0.000000	675802.375000	-3547.148682	-1199.269531
80	-257522.984375	-30968.394531	-24660.068359	-4849.160156	0.000000	0.000000	675802.375000	-17299.425781	2145.941162
81	267188.343750	-4014.025146	27039.496094	-1205.770996	0.000000	0.000000	675802.375000	-3826.402100	1166.415527
82	-168380.296875	-93601.046875	-18590.242188	-14658.416016	0.000000	0.000000	675802.375000	-15813.052734	-1255.374390
83	-299923.093750	-66678.656250	-27507.923828	-8152.310059	0.000000	0.000000	675802.375000	-26935.664062	11434.375977
84	-190171.906250	-22380.484375	-22674.162109	-5031.916504	0.000000	0.000000	675802.375000	-20749.857422	-459.391418
85	-172692.875000	-174790.609375	-14968.165039	-20450.162109	0.000000	0.000000	675802.375000	-31914.425781	-5579.218750
86	60768.804688	192110.578125	12642.306641	19795.126953	0.000000	0.000000	675802.375000	-8970.499023	6564.802734
87	-151614.750000	-153293.968750	-13867.599609	-21345.996094	0.000000	0.000000	675802.375000	-22018.496094	-5265.482910
88	230117.453125	6322.195801	25901.619141	-9.284615	0.000000	0.000000	675802.375000	-4442.858398	1196.300659
89	-29118.914062	-269034.062500	1630.275635	-25358.076172	0.000000	0.000000	675802.375000	-24133.544922	-7845.875488
90	-10913.468750	-155507.828125	4854.277344	-24940.894531	0.000000	0.000000	675802.375000	-6131.036133	-2874.676025
91	82680.328125	129213.234375	17988.121094	18012.046875	0.000000	0.000000	675802.375000	-4650.748047	2648.751465
92	47254.957031	82121.531250	17527.478516	12895.107422	0.000000	0.000000	675802.375000	-6394.317871	2158.010498
