node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	109.296715	1071.418457	66.961021	255.364944	0.000000	0.000000	3.750000	-355.634521	-999.212585
1	1102.300293	863.445190	180.682220	160.990265	0.000000	0.000000	3.750000	-910.388184	-762.843262
2	780.671631	731.923462	142.141068	208.084793	0.000000	0.000000	3.750000	-582.575256	-733.393311
3	1419.469482	1079.062988	199.302658	160.668732	0.000000	0.000000	3.750000	-1136.594849	-936.668701
4	1715.067749	-636.334595	245.687653	-85.073364	0.000000	0.000000	3.750000	-1626.087769	485.661407
5	-1498.782715	604.067322	-271.822815	122.132202	0.000000	0.000000	3.750000	948.658203	-341.886871
6	1308.204346	-160.667358	230.498749	-40.320984	0.000000	0.000000	3.750000	-679.165955	70.418549
7	496.343811	-1561.417480	99.694183	-246.611176	0.000000	0.000000	3.750000	-503.042450	1251.306763
8	-1166.575439	460.107269	-227.072510	77.697830	0.000000	0.000000	3.750000	1066.486328	-215.031982
9	-1715.021362	-716.355164	-255.562088	-87.079880	0.000000	0.000000	3.750000	1663.166504	181.433365
10	759.970337	467.558289	169.861740	155.070129	0.000000	0.000000	3.750000	-805.940979	-660.397827
11	-280.485809	1593.831787	-37.798782	249.148209	0.000000	0.000000	3.750000	80.296867	-1275.730957
12	-513.035400	-462.038391	-166.249466	-167.498169	0.000000	0.000000	3.750000	442.754761	539.539062
13	756.211670	-1672.660645	104.402550	-246.825653	0.000000	0.000000	3.750000	-297.793488	993.318665
14	-1279.726807	-267.106842	-226.987610	-64.587830	0.000000	0.000000	3.750000	1263.853516	197.848877
15	520.360291	653.900269	157.251389	189.162781	0.000000	0.000000	3.750000	-884.704102	-717.160767
16	-1221.821411	-314.042480	-261.984375	-46.022507	0.000000	0.000000	3.750000	1078.175903	322.151337
17	-43.900555	1441.575806	-25.331087	278.423401	0.000000	0.000000	3.750000	-53.804443	-177.859039
18	-1116.185303	-624.552612	-233.940063	-98.933044	0.000000	0.000000	3.750000	1094.318726	385.266998
19	492.357422	-1106.612183	113.022644	-202.607697	0.000000	0.000000	3.750000	-562.343994	996.796082
20	795.908081	1436.844238	130.912643	247.510071	0.000000	0.000000	3.750000	-770.239380	-1231.506226
21	1371.268433	396.904266	246.291534	76.836655	0.000000	0.000000	3.750000	-783.157043	-250.078369
22	-776.101685	-104.827927	-277.158081	-21.539539	0.000000	0.000000	3.750000	828.637085	186.197403
23	868.668335	-212.331299	274.776489	-71.767105	0.000000	0.000000	3.750000	-349.584045	-26.337320
