node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-2181.898926	2530.416016	-370.306854	433.272034	0.000000	0.000000	7.125000	500.747925	-779.088684
1	1367.052979	-3092.197021	266.514648	-496.664917	0.000000	0.000000	7.125000	-274.594604	898.841675
2	-734.637756	-479.355286	-522.392029	-373.415558	0.000000	0.000000	7.125000	230.959290	296.953125
3	3647.419434	486.648773	602.230347	124.362961	0.000000	0.000000	7.125000	-1042.282837	-105.402603
4	-3078.603516	-2282.973145	-488.682678	-353.242584	0.000000	0.000000	7.125000	799.957153	617.663818
5	-2469.204102	1365.851807	-520.943970	259.496246	0.000000	0.000000	7.125000	747.294006	-275.014282
6	-897.647827	1187.988525	-341.936249	425.665588	0.000000	0.000000	7.125000	250.871857	-328.074493
7	-405.594849	988.764648	-86.229195	546.652283	0.000000	0.000000	7.125000	-60.018597	-297.287720
8	-2464.082031	-1576.987183	-500.234924	-302.867096	0.000000	0.000000	7.125000	762.741882	505.174103
9	-2655.916504	-1305.164673	-535.197449	-249.777359	0.000000	0.000000	7.125000	552.257019	363.829193
10	2782.475342	-3172.036865	381.561096	-431.447510	0.000000	0.000000	7.125000	-711.792725	884.278564
11	-3209.717285	-3164.801758	-404.921478	-392.599640	0.000000	0.000000	7.125000	757.255188	747.647583
12	-383.738037	3659.438965	-63.387970	581.552124	0.000000	0.000000	7.125000	61.436321	-754.006165
13	3093.334229	985.981140	520.180054	217.868530	0.000000	0.000000	7.125000	-886.782532	-280.088043
14	-338.971863	1808.816162	-43.390366	595.010498	0.000000	0.000000	7.125000	40.999722	-998.474548
15	-3223.935547	1350.392334	-492.887939	234.894745	0.000000	0.000000	7.125000	681.835876	-336.924194
16	-269.233673	2616.556641	34.613369	605.009094	0.000000	0.000000	7.125000	-6.368557	-765.265747
17	2323.090820	3275.779785	335.704041	453.178772	0.000000	0.000000	7.125000	-400.722504	-608.196411
18	-1999.914307	1882.844238	-420.202942	385.083984	0.000000	0.000000	7.125000	510.233093	-635.314026
19	110.307411	-1283.149658	111.741875	-561.996277	0.000000	0.000000	7.125000	-137.578430	593.820862
20	3813.086670	1429.739258	530.803589	245.624146	0.000000	0.000000	7.125000	-1012.382935	-317.016754
21	-3413.294922	-1283.566406	-514.265808	-192.079834	0.000000	0.000000	7.125000	784.539734	236.388702
22	-1124.009521	-5.752126	-572.186829	-64.058868	0.000000	0.000000	7.125000	497.642975	128.895477
23	3462.326660	92.802071	515.315979	60.964859	0.000000	0.000000	7.125000	-1000.911194	-15.970448
24	2617.060547	-2745.960205	404.130768	-447.528870	0.000000	0.000000	7.125000	-617.097351	641.071472
25	3543.415039	1699.553467	543.941528	260.131592	0.000000	0.000000	7.125000	-1073.495850	-393.415833
26	-2156.925293	3145.146484	-297.770569	475.256714	0.000000	0.000000	7.125000	377.496490	-936.731506
27	2165.889648	1279.490356	478.667358	325.750793	0.000000	0.000000	7.125000	-685.185974	-464.128021
