node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-448.811066	-456.377258	-92.743546	-85.291229	0.000000	0.000000	3.750000	849.946411	663.698303
1	990.157959	-456.171234	146.866653	-77.366646	0.000000	0.000000	3.750000	-923.018127	287.492737
2	503.067169	581.853394	69.430054	92.927017	0.000000	0.000000	3.750000	-631.171082	-1088.450195
3	308.366241	347.628296	67.208527	96.989761	0.000000	0.000000	3.750000	-682.495972	-931.950500
4	537.362976	-257.630981	111.261368	-50.044010	0.000000	0.000000	3.750000	-537.696472	94.702354
5	-315.322845	107.451660	-112.389008	52.379845	0.000000	0.000000	3.750000	96.557693	-92.592041
6	-743.899719	185.315826	-141.250961	44.179146	0.000000	0.000000	3.750000	643.434692	-79.982880
7	-314.014923	-774.334717	-48.935509	-109.568672	0.000000	0.000000	3.750000	526.450867	1408.536255
8	34.755775	139.622192	39.764030	117.444122	0.000000	0.000000	3.750000	-147.405838	-225.743332
9	-732.028442	415.927979	-105.814102	60.723587	0.000000	0.000000	3.750000	2248.955566	-1051.339966
10	135.717072	-457.141296	11.947557	-121.412521	0.000000	0.000000	3.750000	-197.170868	689.761230
11	152.132950	868.979492	24.639540	131.715195	0.000000	0.000000	3.750000	-202.653900	-1172.456299
12	-827.022888	-388.543427	-119.336449	-69.301544	0.000000	0.000000	3.750000	1019.442017	424.622589
13	575.046143	-612.275879	81.471054	-76.853531	0.000000	0.000000	3.750000	-783.528259	792.545349
14	838.711548	36.406635	127.608131	10.005600	0.000000	0.000000	3.750000	-1033.777832	24.172682
15	-182.510712	-676.222900	-64.018173	-124.504166	0.000000	0.000000	3.750000	218.400299	747.626221
16	744.766174	-636.483521	136.821091	-128.933929	0.000000	0.000000	3.750000	-376.816528	355.723236
17	-35.521690	191.143066	-9.241114	147.708008	0.000000	0.000000	3.750000	-32.684383	-399.705627
18	-491.663513	-694.093994	-88.798996	-94.945847	0.000000	0.000000	3.750000	673.659241	819.383118
19	-276.042633	571.161621	-40.057610	93.804703	0.000000	0.000000	3.750000	231.199768	-896.555725
20	61.375160	375.864868	31.699959	128.130569	0.000000	0.000000	3.750000	-183.299454	-341.099213
21	95.919365	400.894501	-2.636495	119.965828	0.000000	0.000000	3.750000	-112.455132	-382.800720
22	-566.833984	649.346680	-107.098526	116.163025	0.000000	0.000000	3.750000	561.688354	-698.940552
23	538.148071	468.674927	88.070511	84.425026	0.000000	0.000000	3.750000	-558.861389	-550.645264
24	-211.259293	707.971802	-50.987152	134.671082	0.000000	0.000000	3.750000	160.538742	-479.514862
25	53.843712	828.322510	14.955473	147.242432	0.000000	0.000000	3.750000	-93.255203	-1091.477295
26	-924.232422	-601.046753	-115.104095	-86.527328	0.000000	0.000000	3.750000	1125.075928	642.736328
27	776.060913	-637.930359	101.363235	-96.568108	0.000000	0.000000	3.750000	-472.743347	552.572144
28	-210.711990	720.411255	-37.553642	126.545181	0.000000	0.000000	3.750000	159.199554	-764.662842
29	-494.811340	-218.791382	-111.685471	-43.889801	0.000000	0.000000	3.750000	669.734802	206.909622
30	-153.519455	234.634995	-102.248413	45.708435	0.000000	0.000000	3.750000	293.222504	-118.638275
31	140.136551	-642.952759	30.878868	-122.157669	0.000000	0.000000	3.750000	-207.968048	875.457520
32	559.124878	-770.088562	76.845856	-109.775131	0.000000	0.000000	3.750000	-445.788361	894.457703
33	470.058838	795.579346	65.452446	121.490303	0.000000	0.000000	3.750000	-451.010620	-1174.912598
34	-565.297974	-929.973511	-81.382111	-128.377640	0.000000	0.000000	3.750000	494.524353	1068.501831
35	706.033020	474.291046	113.035019	79.164871	0.000000	0.000000	3.750000	-796.733093	-590.592590
36	521.961365	-259.349213	121.945847	-72.752136	0.000000	0.000000	3.750000	-417.590363	322.426086
37	-2.621029	821.695312	3.844082	119.938416	0.000000	0.000000	3.750000	-50.561668	-1142.154419
38	-485.993866	-283.069580	-98.694305	-57.056335	0.000000	0.000000	3.750000	723.923889	374.582336
39	577.244507	-22.263393	122.903702	16.428980	0.000000	0.000000	3.750000	-427.587494	26.163874
40	-750.130859	-381.437653	-116.043213	-67.006287	0.000000	0.000000	3.750000	980.975098	378.812775
41	-160.626343	-724.392822	-19.897236	-128.468277	0.000000	0.000000	3.750000	157.920212	912.576660
42	-183.196091	-227.053040	-72.450272	-119.795372	0.000000	0.000000	3.750000	329.377716	498.760864
43	-578.321106	683.119629	-98.471931	118.402435	0.000000	0.000000	3.750000	496.699097	-771.902039
44	-792.978821	-117.902863	-154.346756	-22.650002	0.000000	0.000000	3.750000	1423.364380	97.959854
45	-617.795654	157.593018	-145.625458	26.400633	0.000000	0.000000	3.750000	719.184448	-29.847281
46	-704.046265	330.675873	-95.312027	54.914349	0.000000	0.000000	3.750000	1032.256592	-462.900482
47	365.967194	551.107605	77.673660	114.064804	0.000000	0.000000	3.750000	-616.209900	-797.458252
48	732.531616	65.381889	127.159241	-14.646679	0.000000	0.000000	3.750000	-1070.828735	114.490379
49	694.197754	-716.294800	77.636948	-118.895660	0.000000	0.000000	3.750000	-377.806122	1018.806702
50	16.353472	288.916565	31.311176	142.602295	0.000000	0.000000	3.750000	-150.668564	-413.150635
51	772.715210	-482.732361	118.442215	-81.898987	0.000000	0.000000	3.750000	-841.218567	590.510315
52	-979.871826	-202.924103	-139.290833	-36.523499	0.000000	0.000000	3.750000	1170.270386	162.323853
