node	a_force.x	a_force.y	g_force.x	g_force.y	r_force.x	r_force.y	global_speed	move_node.x	move_node.y
0	-224.298218	-458.372131	-49.394699	-82.317444	0.000000	0.000000	3.750000	296.967255	568.175903
1	242.640198	-389.868896	36.449341	-57.405968	0.000000	0.000000	3.750000	-322.391052	566.785156
2	304.270508	-55.894314	72.251984	23.572071	0.000000	0.000000	3.750000	-294.005371	-121.895325
3	-312.947693	183.276764	-62.216545	62.234245	0.000000	0.000000	3.750000	458.849121	-440.233704
4	-1.903711	-4.599060	-56.099487	-45.131386	0.000000	0.000000	3.750000	146.465729	99.827415
5	159.806610	123.942383	69.707413	46.870758	0.000000	0.000000	3.750000	-294.925568	-220.919800
6	-52.536892	103.938812	-20.621519	60.585598	0.000000	0.000000	3.750000	13.793508	-121.792221
7	-175.471893	-69.719757	-69.981720	-1.597904	0.000000	0.000000	3.750000	562.071594	68.521248
8	-256.374298	197.887573	-47.183418	62.110588	0.000000	0.000000	3.750000	335.144348	-430.547943
9	-417.962219	-230.105728	-69.188225	-40.161942	0.000000	0.000000	3.750000	561.539856	258.728516
10	2.298018	-314.209656	-20.063597	-79.507561	0.000000	0.000000	3.750000	139.277328	544.018005
11	375.632874	100.229614	59.106594	24.544056	0.000000	0.000000	3.750000	-525.543762	-222.967285
12	213.798782	457.521851	23.212986	72.368134	0.000000	0.000000	3.750000	-148.393692	-838.606262
13	496.184265	18.736748	77.848190	4.864064	0.000000	0.000000	3.750000	-739.125122	-36.500633
14	40.559254	307.838379	17.314377	86.279533	0.000000	0.000000	3.750000	-156.914627	-427.173615
15	318.074158	418.502319	57.846252	68.947845	0.000000	0.000000	3.750000	-624.146057	-616.860352
16	414.725037	85.897598	66.004013	16.354080	0.000000	0.000000	3.750000	-380.307037	-165.932678
17	443.679810	124.451637	72.537567	22.678196	0.000000	0.000000	3.750000	-583.885864	-212.026367
18	-307.627197	-346.762115	-48.332272	-47.832958	0.000000	0.000000	3.750000	462.747253	490.902100
19	-216.026001	94.002937	-58.947479	41.342316	0.000000	0.000000	3.750000	276.293518	-221.817871
20	142.203537	592.206299	23.464191	95.149292	0.000000	0.000000	3.750000	-56.395065	-1049.467163
21	-264.441895	-371.996216	-33.537148	-52.146408	0.000000	0.000000	3.750000	211.784210	584.956726
22	346.290710	-106.190041	81.327927	-27.960133	0.000000	0.000000	3.750000	-510.530060	179.501907
23	24.869526	-525.513855	6.272428	-73.733688	0.000000	0.000000	3.750000	-32.405052	734.687134
24	-282.517090	236.433640	-58.741325	38.071609	0.000000	0.000000	3.750000	384.790497	-333.843964
